"contrast","sub","ses","task","run","muvi","start_TR","end_TR","dim4","ISC_flavour","JU","D_bins","n_bins","n_muvis","n_sub","tc_mean_unfolded"
"Scrambled","sub_05","ses_02",3,2,"S22shirtD.avi",5,14,190,"ANOVA_M_S",65,6,6,36,9,"c(-1.0022915651, 0.204497493548546, 1.52659120370876, -1.079457304706, 1.3659518596818, -0.111038704385034, 0.102220339994604, 0.225730508085912, -1.23220383082859)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",35,1,6,36,9,"c(0.959833007878953, 0.68677272307965, -0.981113474954088, 0.899907682597912, -0.532079943222147, -0.222071715561952, 0.315814765985642, 0.607625027832547, 0.762357635025655, -0.0957962486432183, -1.85631017719291, -0.897298292273586, -0.510561048375379, 1.94124286110488, -1.07832280328189)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",35,2,6,36,9,"c(-0.917743431468532, -0.665742776004521, -0.767103372855873, 2.00567528889195, 0.221337517073103, 0.723671152370296, -0.155982198262872, 0.486397074164789, 1.13074572138722, -0.342265677011818, -1.93371446065512, -0.467215309336075, 0.120421138738675, 1.21465557499959, -0.653136242030847)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",35,3,6,36,9,"c(1.55061806039561, 0.601630483981632, -0.126229581385274, 1.22078008818721, -0.139320691740898, -0.487125696052398, -1.33920641336585, 1.38924257612276, -0.831247821964726, -0.308379074093318, -1.030024023418, -0.167210683125172, 0.863359104307815, 0.499413641095248, -1.6962999689446)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",35,4,6,36,9,"c(0.603772669537041, 1.05475901998353, 0.222190352283791, 1.3580394520923, -0.0354598886752803, -0.425260770315164, -1.37907275827086, 1.79273838874476, -0.622798680962195, -0.275932441558151, -1.41370480824833, -1.18743941892164, 1.04376841890326, -0.145483416226673, -0.590116118366389)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",65,1,6,36,9,"c(-0.426530951063274, 0.892585645706279, -1.63463765725077, -0.709742392329813, -0.553511699725337, -0.95466598398987, -0.419654330160457, 1.54841479792233, 0.553060853373748, -0.40047403268193, -0.615858835709867, 2.16002031302152, 0.542832701686723, -0.343104757114784, 0.361266328315474)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",65,2,6,36,9,"c(-0.13521193389125, 0.334739065403027, 0.37993571117899, -1.38711472154325, -1.97527739635592, 0.0808798400474751, -0.182554339187671, 2.41445552780098, 0.295779893103131, -0.887507254077474, -0.402636453581667, 0.733499635381142, 0.579464991923385, 0.307602838062169, -0.156055404263098)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",65,3,6,36,9,"c(0.411884516373579, -2.07498744694593, 0.983601557237809, -0.0847268022298669, -1.62326363208425, 0.27402292279503, -0.684641833966875, 1.60536887344696, 0.424803345645306, 1.09914175308668, 0.124758642129542, 0.837472728943443, -0.212198348314878, -0.368788722830788, -0.712447553285723)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",65,4,6,36,9,"c(0.854052016145861, -1.03458517298945, 0.353378842355866, 0.317644630802638, 1.49970688495972, -0.429828463796718, -1.5916287896676, 0.098024179075797, 1.32468954564605, 0.866633666327767, 0.403730294522666, -0.507696167294469, -0.669394318616798, 0.380308195973614, -1.86503534344493)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",65,5,6,36,9,"c(0.100973502669341, 0.773482370373252, -0.198510778793276, 0.948144913108006, -1.19698692869546, -1.62785268578602, 0.18767834787829, -1.1603715628472, 0.80399363450731, 0.598580858943488, 1.60565410409278, 1.2718647571297, -0.903072189380755, -0.954256903408403, -0.249321439791072)"
"Scrambled","sub_05","ses_02",3,2,"S18removerD.avi",17,32,190,"ANOVA_M_S",65,6,6,36,9,"c(-0.971376667751941, -1.40723810732181, 0.526877459388277, 0.303752318405437, -1.46261753826876, 0.362908826507223, 1.73845842717436, 1.33900556823056, -1.04802902205068, -0.452143309360735, -0.0816287459418611, 0.983281613222609, -0.687005353523245, -0.0749536229835635, 0.930708154274102)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",35,1,6,36,9,"c(-1.67406141508232, 1.49742109079667, 0.442579672841698, 0.0608021787774444, 1.37822753052643, 0.292799312813872, 0.656712449116257, -1.00662822487924, -1.8038286796955, -1.59220378591971, 0.372582303224011, -1.33758183114482, 0.191078481962737, -0.493753991038205, 1.0837982897721, 0.0335249124733936, 0.766617425231594, 0.667546021433485, 0.309065586898581, 0.155302671891457)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",35,2,6,36,9,"c(-1.14749005463225, 0.900093198236758, 1.05595836406827, 0.994036915371873, 1.84280378181166, 0.505274956561546, 0.608200710223565, -0.90494792081709, -0.673081392833307, -1.32682996053869, 0.428777747370043, -2.00574170159315, -1.16245762086714, -0.614009413745606, 0.909999133242214, 0.216714138030073, 0.225386398558218, -0.6883738496704, 0.290789782308461, 0.544896788914964)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",35,3,6,36,9,"c(-0.442734175547357, 0.113096518978003, -0.192599094504746, -0.901152926742575, 1.03480022739483, 0.692645988131822, 0.631392355948465, -0.774160081447761, -1.49051377692517, -2.18599605253902, -0.246857667315901, -1.46324622773717, 0.360354374771017, 1.56098759600847, 0.608167964671358, 1.05236872288569, 0.075174776043589, 1.29585663732686, 0.597374345518867, -0.324959504919241)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",35,4,6,36,9,"c(-1.31759241173782, 0.0542138168927164, -0.473948949748954, -0.893729422373447, 0.786462699791003, 0.781777687284509, 0.898618173197548, 0.286549515167537, -0.376322159432398, -0.848341504834735, 0.0199214513165381, -2.70051947797087, -0.407230802602938, 1.15645187208464, 0.753407877376551, 0.389761041126876, 0.125399965688622, 1.34938576166841, 1.16129867393512, -0.745563806828913)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",65,1,6,36,9,"c(1.96178712849976, -0.971039183849589, -1.33414320387841, -0.613089570895668, 0.246303345355056, -0.750608990399858, 0.24115334463773, -0.967893607062511, 0.154683546312392, 0.516922607726592, 0.177992146551619, 1.88558329952832, 0.0762044430489337, -0.000592650404765689, -1.96100606880822, -0.245449440135272, -0.538420373136304, 1.35924116967306, 0.709611967741279, 0.0527600894958083)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",65,2,6,36,9,"c(0.32686951923706, 0.564636167516709, 0.284859647240894, 1.0822611354586, -1.66308150522946, -1.77596465846876, 0.454069579097329, -1.09201628550283, -0.124488185562474, 1.27042761034522, 0.317348411490259, 0.101571235384083, 0.0947431555423616, 0.179900344790363, -0.565954361530182, -1.92907018120358, 1.6681106647395, 0.954371358044767, 0.413255248511941, -0.561848899901892)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",65,3,6,36,9,"c(0.492812434316582, 0.465816172776207, 0.557873240040966, -0.372181428914216, -0.904256546097663, 1.33176588441252, -0.956341194642275, -1.18408212238213, -0.920856872473238, -0.949220762620746, 1.48535551798342, -0.133282348457287, 0.602704795656892, -1.20675334002538, -1.0470311926572, 0.0649034445309687, 0.615828529938584, 2.41468069178858, -0.0907211309101757, -0.267013772264402)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",65,4,6,36,9,"c(-0.212051060075232, 0.392906775410123, 0.38684473893137, -0.454131038041476, -0.0303631916673987, 1.28312861807487, -0.813630892557526, -1.7488303506228, -0.760606311503749, -0.414172034324251, 0.682844298718368, -1.88555203576806, 0.221179108761445, 0.53740473643347, 0.147310833725059, 0.853943197779079, 2.04229969731924, 1.34468661194048, -0.780420047361895, -0.792791655171067)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",65,5,6,36,9,"c(0.0830375337608073, -0.646070817839974, -0.578295263323233, -0.319783859569468, -1.73161446615252, 0.158136828874076, 1.44967566907215, -0.81572895142801, 0.0778458263021845, 0.0945448357665867, -0.835127320878733, 0.49630449470166, 0.242055199658567, 1.63817157439268, 0.472516163066772, -1.66036374411316, 0.612152710556646, 1.55724803358349, -1.33569826152134, 1.0409938150908)"
"Scrambled","sub_05","ses_02",3,2,"S16pencilD.avi",47,67,190,"ANOVA_M_S",65,6,6,36,9,"c(0.991089281873705, -0.0245444408059041, 0.265594092496047, 0.490720086066602, -1.26020576047241, -0.629814063656342, -0.202319509980157, 0.823780355120246, 0.708026819239664, -1.10802581236948, -0.00748935714763536, 0.65906039435031, -0.624018294484153, 1.53604470454823, -0.424739118746825, -2.41048495352772, 1.64768838337338, 0.00305671734175459, 0.586264692574978, -1.01968421579427)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",35,1,6,36,9,"c(0.677601896978929, -0.334551957805467, 1.51215178479488, 1.36226068043358, 0.213612568095308, -1.88982316010113, 0.0657336242210501, -0.418464908373135, 0.0206800417468993, -1.46495159526204, 0.522123306781883, -0.266372281510687)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",35,2,6,36,9,"c(0.100279726181999, 0.704900701614651, 0.172732567682669, 2.08514558896167, -0.874480193595304, -0.968765812375058, -0.815831300437381, 0.50075516875419, -0.227848486547616, -1.66399095720178, 0.80003481815265, 0.187068178809362)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",35,3,6,36,9,"c(0.603396470008744, 2.03304805070726, -0.544745800951589, 0.304748820192413, -0.630085507687235, -0.366345837905939, -0.548873726543349, -0.497508930569138, 1.48545739154361, 0.429147319559519, -0.947289644204236, -1.32094860415006)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",35,4,6,36,9,"c(-0.472229924369205, 1.69904336693399, 0.740009339903345, 1.3746621016668, -0.674737967247869, -0.0743257461124938, -0.999870696935449, -0.698028317366202, 1.15671547969891, -0.270247356331028, -0.386425346902747, -1.39456493293806)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",65,1,6,36,9,"c(0.526547431579691, -0.629387387838945, 1.34523224322821, 0.478299998460695, 1.11764602753227, -0.236911736253706, -1.46615378944545, -1.35462221337338, -0.589122737688724, 0.170088622713356, 1.41886627699282, -0.780482735906862)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",65,2,6,36,9,"c(-0.385308664379426, 0.160710368095703, 1.86763822525433, 0.845462339115802, 1.28727752238712, 0.0266505444920487, -0.708064466326246, -1.32357491403991, 0.0817575553884241, 0.366062866011589, -0.874756916803675, -1.34385445919575)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",65,3,6,36,9,"c(1.19365970520893, -0.680426085879226, -0.0302511930114393, 0.475531372718094, 1.51291036214342, -0.943362354106483, -1.44940628141787, -1.27489700538776, 0.992413002158253, 0.54423494066069, 0.395997648519167, -0.736404111605804)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",65,4,6,36,9,"c(-0.138162564160164, 2.72362321954782, 0.429806897320792, -0.430117238001425, -0.347802146625037, 0.317517059542424, 0.0239311797972491, 0.161808321551766, -1.35583783962261, -0.228766760443489, -1.01715617493922, -0.138843953968131)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",65,5,6,36,9,"c(1.22127491412623, 2.16177930346489, 0.0431895626439559, 0.426199716844916, 0.207652439930877, -0.438630758289547, -1.15872674387057, -0.175509414989635, 0.234139773357248, -0.211334791004369, -0.784135471781321, -1.52589853043268)"
"Scrambled","sub_05","ses_02",3,2,"S13lightD.avi",88,100,190,"ANOVA_M_S",65,6,6,36,9,"c(2.15871935269359, 1.11574341506445, -0.209121017879605, -0.529017370941591, 1.24329926159677, -0.294403685114298, -0.639748832174938, -0.937166494864408, -1.11195809723623, 0.161061512528128, -0.223044564513263, -0.734363479158624)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",35,1,6,36,9,"c(-1.19479354477779, 1.82786897477282, 0.686230882077225, -0.639995687230901, 0.483935766497358, 0.236380335200603, 0.578875766516831, -0.405314846878306, 0.179978602637077, 0.869101164603923, 0.312080299833419, 0.500579354899602, 1.53735855876392, -0.543599046781278, -1.88384120668612, -0.343194064005655, -0.519249766871685, -1.68240154257109)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",35,2,6,36,9,"c(-1.74846692363855, -0.212329180438066, -0.650497745511339, -0.341513859580576, 0.487908563371548, 1.63811061210912, 1.14476933386675, 0.123485183650482, 0.139594612682983, 1.16334327765298, -0.0813914015317268, -2.07294931308154, 0.463092289415369, -0.825331342943381, 1.47925189713939, -0.556236941181792, 0.0462527193820632, -0.197091781363616)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",35,3,6,36,9,"c(-1.96089023157082, -0.812654235307237, -1.14065366985185, -0.819304534317197, -0.3798465920172, -0.39902592285291, 0.307540681095937, 0.853979109257753, 0.954056630915294, -0.596698523638632, 1.6347022482234, 0.441764378820814, 1.09262712132429, 0.410951816402561, 0.593710175563002, 0.910536380274196, 0.484627923801811, -1.57542275612326)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",35,4,6,36,9,"c(-1.28065678272142, 1.35802424168135, -0.705436411917455, -0.542053819778977, -1.02340168687209, -1.67020565373861, 0.0684063524245914, -0.168746464446815, 0.50860452916786, 0.700628195637511, 1.73946062393756, 0.88103224323181, 1.31899398780788, 0.144744906631757, -0.452131196434069, 0.770129778724126, -0.383547056131275, -1.26384578720375)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",65,1,6,36,9,"c(1.55341306116909, 0.134683818212552, 0.20382711261677, 0.4049282188488, -0.549206189860252, -1.06937158739822, -0.857499089170135, -0.941386818769673, -0.028685574852884, -0.298974313476875, 1.41794056506939, -0.350266603328133, -1.28300570749079, 1.19975478247802, 0.75073619146623, 1.05905665222796, -1.97616141346227, 0.630216895720373)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",65,2,6,36,9,"c(0.800127525606683, 1.92364611280234, -0.0641288333831856, -0.326864892148527, -0.348621686985941, -0.855046980550411, -0.250174600098236, -0.931233539809942, 1.88958222196669, -0.260102355772272, -0.0565722101457958, -1.48373317873405, 0.703489541317424, -0.944539051667528, -0.133066459958954, 1.038572446411, -1.3980061077257, 0.696672048876425)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",65,3,6,36,9,"c(1.2139001933765, 0.739111751898434, 0.258818440026716, 0.055822175629083, -0.396061156309271, 0.848083828362708, -0.43677818939935, -1.39484974809392, 1.42131241893474, -1.56609281829017, 0.144758299441542, -1.25080152299546, 0.527060479353647, -0.876079708393326, 0.228728714879469, 1.08590618039474, -1.60157450508651, 0.998735166270376)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",65,4,6,36,9,"c(-1.55021275475774, 1.28218825075434, -0.455119251668004, -0.393307782458948, -0.34143783359328, -0.927608243678355, -1.52386926225233, 0.480953483255343, -1.83726702875617, 0.877366550262715, -0.0826207095099969, 0.704696715816306, 1.56389645767763, 1.04258601243501, 0.0135146581839919, 0.86040443707373, 0.363876662849147, -0.0780403616333211)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",65,5,6,36,9,"c(-0.0531121924846607, 1.42978635255963, 0.809927437487994, -2.23032428681453, -0.729136752536728, 0.741724575295927, -0.46560321274626, -0.747984613558926, -0.762917601253234, -0.756625375447951, 1.1388211299435, 0.550654983370461, 1.13958143940714, 0.640651351594893, -1.14175813927159, 1.18855129839244, -0.404071484228106, -0.348164909709957)"
"Scrambled","sub_05","ses_02",3,2,"S19sandwichD.avi",126,144,190,"ANOVA_M_S",65,6,6,36,9,"c(0.290030651996743, 1.36672084684777, 1.19962838948756, -0.0577690640636964, 0.373058963758284, -0.196468272298359, -1.2205010517617, 0.278799693730652, 0.426516127463629, -1.75002455054096, 0.491457805742731, -1.60653076033979, -0.7155892959782, -0.561912335045261, -1.15059697999786, 1.3088964458504, 1.38133286238785, 0.142950522760258)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",35,1,6,36,9,"c(-0.831820417336962, -1.44036786645068, -0.503701599769447, -2.17263889940584, -0.45021739930757, -0.690391000162636, 0.693554325252241, 0.604824705476022, 0.610176619659026, -0.542798293457374, -0.40436059300111, 0.447990068206021, -0.173962360930617, 0.899031515376837, 0.778318528852367, 1.91420135070173, 0.5343434297481, 0.351122052090919, 1.5653946685853, -1.28982365625101, 0.780470181520265, -0.679345359395608)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",35,2,6,36,9,"c(-2.16916643244241, -0.597179929330255, -0.0406493261007709, -0.756625380253714, -0.765413712194377, -1.05996540838817, -1.00153667524002, -0.51023415422529, 1.12581843174936, -0.130173417483045, -1.0146999361309, 1.9842001038668, 1.3271254440855, 1.36734817805887, 0.666611038432966, 0.0635196239599328, 0.70364320497616, 0.984622315381745, 0.0395673810363517, -0.685964541325558, 0.150871946053184, 0.318281245513653)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",35,3,6,36,9,"c(-2.21750202053024, -0.840011998512177, -1.35350279281806, -1.42637034259288, -0.231103820912619, -1.74206068478999, -0.311682977790399, 0.394785619339271, 0.321912835945223, 1.02616120095473, -0.0507201994170421, 1.11131480272527, 0.921226219400417, 0.844327605249972, 0.699942256101173, 0.709171743622902, 0.983074645555933, 1.02173526000779, 0.891698139673957, -0.009970585847355, -0.635368327572074, -0.107056577793774)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",35,4,6,36,9,"c(-1.72472065902312, -1.66979249357225, -1.62638600630228, -0.47077620506556, 0.0246720407466974, -1.75087002094481, 0.331268268125548, 0.411059221752818, -0.0516325497161575, 1.04560963466935, -0.27555624974419, 0.0416878311309336, 0.0642552937083804, 0.823797783118592, 0.411394975949921, 1.05016350108718, 0.710239667253325, 0.638259671269319, 1.85371153354817, 1.04370591060567, -0.249851804949946, -0.630239343647582)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",65,1,6,36,9,"c(0.810529265192618, -0.24957258980444, 0.682230264983626, 1.22494807887611, 0.154446620401001, -0.735919505000207, -0.737267926537368, -0.212185646714942, 1.12353063823318, -0.5149533484471, -0.424289435967767, -1.02360779539127, -1.97708254250991, 2.99217350587751, 0.0724657150154547, -0.204861063675562, 0.612401321885065, -0.68256772226221, -0.307208327359977, -0.500060970476416, 0.33934808443199, -0.442496620749441)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",65,2,6,36,9,"c(-1.41770918555588, -0.550156648945823, 0.155131057592519, 0.985655146884053, 1.84383987940206, 0.101849170706244, -0.711410652361444, -0.57573015518103, 0.668907662993475, 1.51617711802738, -2.29635969734006, -1.60903723407815, 0.454098302909793, -0.854234549364111, 0.282993797279833, 0.848290707614517, 0.0727901226254919, 0.306735535125968, 0.262073980092379, -0.437725608511828, 0.0990914027575744, 0.854729847327101)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",65,3,6,36,9,"c(-0.714465574113916, -0.330362635450479, -1.08880024950673, -0.749925122892701, 1.51649109037216, -0.786636183653539, 0.335034754669879, 0.268579442850503, 1.28539201247003, 1.36562405717971, -0.121305025981761, -2.20577367059387, 1.25034852621573, 0.567017741678247, 0.701938609634719, -0.816620175718039, -0.552018474955124, -0.267798927501736, -0.844026728210183, -0.604151467285569, 1.61313343890535, 0.178324561887338)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",65,4,6,36,9,"c(-1.20489357798823, -1.87042813005236, -1.04789324450544, -1.22938035309433, 1.15964921955463, -1.06265198916512, 0.268326028188678, 1.24218801449643, 0.45937761874289, -0.219309474371245, -0.151007736866177, -0.786615048118962, 0.485171299105175, 0.735623975974459, 2.51359611531843, -0.00414676057627307, -0.434384437224807, 0.220111102007443, -0.265884097316155, 0.326427529547848, -0.099078731240906, 0.965202677584058)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",65,5,6,36,9,"c(0.448642396321984, -0.447429341763442, 0.431038044396317, -0.0166632695801097, -1.0382483039636, -0.849072119694081, 0.378049668897079, 1.22526740600782, -1.48820223510511, 2.62264072927051, 0.627578805883997, -0.738162749459313, 0.494501026524588, -0.0273777632209586, 0.16889852513396, 0.460322182430886, -0.999249316392498, 1.54963186983171, 0.00574135012704987, -1.15297518647263, -1.24776019735177, -0.407171521822383)"
"Motion","sub_05","ses_02",4,1,"M2boatD.avi",49,71,145,"ANOVA_M_S",65,6,6,36,9,"c(-0.733265139285421, -1.47668670698523, 0.39917173220653, -0.588057888885081, -2.14215967993614, 0.0212533951877064, -0.83413025603922, 1.29704785323464, -0.696991401940133, -0.146374423395264, 0.0322146860690677, 0.71805479544462, 1.10483525814009, 0.0168955058641418, 0.305773362854833, -0.0305763199866667, -1.19019156256896, 1.75349255087933, -0.374579749212439, 0.0840809880008215, 0.625454220663587, 1.85473877968918)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",35,1,6,36,9,"c(-0.789794443900473, -1.03820166031549, 1.21949535173072, 0.125069308052854, 0.210109203340605, -0.0435720869353346, -2.06754845349327, -1.72778032374635, 1.34372740315571, 0.246970184543597, -0.380778898454044, 0.0611842830539496, 0.216068641852937, 0.588022285286122, 0.959390180267942, 1.07763902556052)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",35,2,6,36,9,"c(-0.602128963231678, -1.04665854243345, 0.0454752406208291, -0.233567468286181, -0.0918426974854116, 0.359733177309, -0.114044346167383, -1.84739752822426, 2.85090861444388, -0.0322331297951692, -0.314078020089581, 0.388240979959894, -0.715589467442741, 0.0299095162682416, 0.383234623883406, 0.940038010670658)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",35,3,6,36,9,"c(-0.800143993150112, 0.128555532243112, 0.496440965646173, -0.0124674532227256, 0.505273356247061, -1.06687313638667, 0.00985446996657514, -1.16830194236304, -0.167287305972272, 0.468646210046956, -1.95380531958857, -0.466911010892179, 0.467074949811023, 0.260532571277507, 0.835452954379786, 2.46395915195737)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",35,4,6,36,9,"c(-0.798063591054872, 0.981403682270453, -0.0213298533675204, -0.114921790774813, 0.647672501267009, -0.484897823338501, -0.138070386361557, -1.30604597343063, -0.0831973985404079, -0.388178159851362, -1.63092728683951, 0.0753385589403082, 0.635157033486451, -0.0737898233353739, -0.0871178504810643, 2.78696816141139)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",65,1,6,36,9,"c(0.0432044021539968, 0.335651572266933, 0.412985232354601, 0.100372315515629, 1.12208708038556, -0.553243461918641, 1.07472256422728, -0.391586473880548, -1.46243246477978, 0.0439339557823291, 0.819896993075891, -1.04851781296849, 0.706713754866027, -0.288963716827972, -2.3172047442582, 1.40238080400535)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",65,2,6,36,9,"c(-0.433023794097609, 0.684094828896683, -1.74653410238032, 0.548694019830405, 2.03327125322619, 0.902924730141285, 1.46485261683501, -0.153278702601339, -0.103577418291071, 0.820994923552133, -0.861464048937803, -0.551683569871165, -0.542504759298215, -0.834073274246344, -1.06057332215505, -0.168119380602745)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",65,3,6,36,9,"c(-0.652495358330779, -0.837453689277621, -1.20747369157876, 0.360282277585698, -0.0798413326053418, 0.997105505725121, 1.09410675777261, -0.499753399407281, -0.971027772146188, 2.82490227433881, -0.269558394940575, 0.204659999725714, -0.881987034590598, 0.0569465661538995, -0.000396152974630973, -0.138016555450074)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",65,4,6,36,9,"c(0.144856414962466, -0.0333476170157881, 0.693367585952182, -1.57721870433855, 1.67456973737002, -0.836070405726919, -0.394957128912914, 1.64935529216068, -1.71736809634793, 0.671356844051151, -1.03204394337884, -0.709128652294156, 0.535801088069016, 0.0840650542059938, 0.355333141611994, 0.491429389631588)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",65,5,6,36,9,"c(-1.47458217334848, -1.11989981734774, -0.737267080303389, 0.0116590035209504, 0.4360052642428, 0.0777284012856024, -0.299793927977359, 1.34289006072126, -0.486296433663142, 0.219130736950589, 2.10219800913716, -0.658306888810751, 1.62793374301542, 0.107998747271854, -0.0853807666750692, -1.06401687801972)"
"Motion","sub_05","ses_02",4,1,"M4buttonD.avi",97,113,145,"ANOVA_M_S",65,6,6,36,9,"c(-1.13903962685722, 0.25152359208517, 0.13753297019748, -0.575440706864916, -1.09013550999037, 0.788787174939024, 0.335658474676049, 2.30415328968494, -0.129403024406807, 1.13699042532178, -0.925939586934195, -0.963107938342278, -0.362837889634333, 0.744811075295093, -1.29220168169116, 0.778648962521733)"
"Motion","sub_05","ses_02",4,1,"M5cardD.avi",116,145,145,"ANOVA_M_S",35,1,6,36,9,"c(-0.303570637720021, 0.346762143714904, -2.29330949724922, -0.118957135514235, -0.00800717838806206, 1.15439740731798, 1.89071193610943, 1.14224032965389, -0.230651928988908, 0.947082057688798, 0.802125118547326, -2.32342904935578, 0.743245884830796, -1.29748267671484, -0.956224463000771, -0.121582112937765, -0.220872169335252, 1.19998678036355, -0.536384156409583, 0.86042263135945, 1.36053299032174, -0.442866714435142, -0.618448876832115, -0.0981439233793865, -0.718728376383222, 0.380056142682412, 
-0.20337050597654, 0.296086462154718, -0.631620482124155)"
"Motion","sub_05","ses_02",4,1,"M5cardD.avi",116,145,145,"ANOVA_M_S",35,2,6,36,9,"c(1.02695298427111, -0.275043823067884, -0.852973121936168, -0.608635640893757, -0.249961621876691, 0.985464943175614, 0.493425772411092, 1.46100747933718, 0.81909923213694, 1.59240662762768, 1.00259266720783, -0.408806118780145, -0.0295324726092905, -1.83461922591693, -2.91908485857689, 0.836325372320636, 0.378952876704664, 0.954476447425715, -0.462300764672128, -0.0169277494511128, 0.525870959749864, 0.140128688350075, -1.23402322934632, 0.156494432785247, -0.746688980220693, -0.968028561731138, 
-0.423335093088582, -0.11448797864152, 0.771250757305645)"
